"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","9/75","108/11214",0.0833333333333333,12.46,9.81942600004359,3.76530813811921e-08,1.33668438903232e-05,9.86907080412298e-06,"SAA1/IL6/CCL11/HGF/ITGAM/IL13/IL6R/LBP/MMP2",9
"R-HSA-449147","Signaling by Interleukins","13/75","460/11214",0.0282608695652174,4.2255652173913,5.79653106701817,9.71899823361698e-06,0.00172512218646701,0.00127370029482665,"S100A12/SAA1/IL6/CCL11/HGF/IL12RB1/CNTFR/ITGAM/IL13/IL6R/LBP/MMP2/IL1RL1",13
"R-HSA-114608","Platelet degranulation","7/75","129/11214",0.0542635658914729,8.11348837209302,6.66773104047924,2.34713818804817e-05,0.00266378302691732,0.00196673676412872,"ACTN2/CD109/PLG/HGF/EGF/CFD/APOA1",7
"R-HSA-76005","Response to elevated platelet cytosolic Ca2+","7/75","134/11214",0.0522388059701493,7.81074626865672,6.5079717777218,3.00144566413219e-05,0.00266378302691732,0.00196673676412872,"ACTN2/CD109/PLG/HGF/EGF/CFD/APOA1",7
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","7/75","147/11214",0.0476190476190476,7.12,6.12863243560792,5.4328262865287e-05,0.00385730666343537,0.00284794472704346,"S100A12/SAA1/S100A9/ITGAM/TICAM2/TMED7-TICAM2/LBP",7
"R-HSA-168898","Toll-like Receptor Cascades","7/75","172/11214",0.0406976744186047,6.08511627906977,5.51454494947622,0.00014591470545606,0.00863328673948353,0.00637416871202787,"S100A12/SAA1/S100A9/ITGAM/TICAM2/TMED7-TICAM2/LBP",7
"R-HSA-1474244","Extracellular matrix organization","9/75","321/11214",0.0280373831775701,4.19214953271028,4.76135356720128,0.000275005607912655,0.0139467129727132,0.0102972024616919,"PCOLCE2/KDR/MFAP2/PLG/BMP1/MMP10/ITGAM/COL10A1/MMP2",9
"R-HSA-6783589","Interleukin-6 family signaling","3/75","24/11214",0.125,18.69,7.11847315047111,0.000525699812702277,0.0233279291886635,0.0172235859687983,"IL6/CNTFR/IL6R",3
"R-HSA-5357769","Caspase activation via extrinsic apoptotic signalling pathway","3/75","27/11214",0.111111111111111,16.6133333333333,6.6648309083319,0.000748855399279609,0.0295381851938068,0.0218087712772658,"TICAM2/TMED7-TICAM2/DCC",3
"R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","5/75","114/11214",0.043859649122807,6.5578947368421,4.89406456309317,0.000974108170412095,0.0345808400496294,0.0255318878350118,"EGFR/HGF/KITLG/EGF/IL1RL1",5
"R-HSA-373760","L1CAM interactions","5/75","119/11214",0.0420168067226891,6.28235294117647,4.75341446573634,0.00118096679574546,0.0370626019941211,0.027364233940804,"EPHB2/EGFR/CNTN6/CNTN1/NRCAM",5
"R-HSA-199418","Negative regulation of the PI3K/AKT network","5/75","121/11214",0.0413223140495868,6.17851239669422,4.69939163711509,0.00127221571522194,0.0370626019941211,0.027364233940804,"EGFR/HGF/KITLG/EGF/IL1RL1",5
"R-HSA-1592389","Activation of Matrix Metalloproteinases","3/75","33/11214",0.0909090909090909,13.5927272727273,5.94435701066558,0.00135722204485514,0.0370626019941211,0.027364233940804,"PLG/MMP10/MMP2",3
"R-HSA-76002","Platelet activation, signaling and aggregation","7/75","262/11214",0.0267175572519084,3.99480916030534,4.02477421272244,0.00179804644001052,0.0390371632419825,0.0288221012520494,"ACTN2/CD109/PLG/HGF/EGF/CFD/APOA1",7
