"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-114608","Platelet degranulation","8/76","129/11214",0.062015503875969,9.15055079559364,7.69091595036661,2.41346574608841e-06,0.000504153902904534,0.000430972997789662,"ACTN2/HGF/ITIH3/SERPINF2/CD109/PLG/PCYOX1L/APOA1",8
"R-HSA-76005","Response to elevated platelet cytosolic Ca2+","8/76","134/11214",0.0597014925373134,8.80911233307149,7.51187391117964,3.21117135607983e-06,0.000504153902904534,0.000430972997789662,"ACTN2/HGF/ITIH3/SERPINF2/CD109/PLG/PCYOX1L/APOA1",8
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","7/76","125/11214",0.056,8.26294736842105,6.74505992201689,2.08755986308234e-05,0.00218497932335951,0.00186781671959998,"SERPIND1/SPP1/FAM20A/IL6/CSF1/PLG/APOA1",7
"R-HSA-166658","Complement cascade","5/76","58/11214",0.0862068965517241,12.720054446461,7.39185558833803,4.33354007704478e-05,0.00275741042218078,0.00235715607662118,"C1S/C9/C6/CRP/CR2",5
"R-HSA-449147","Signaling by Interleukins","12/76","460/11214",0.0260869565217391,3.84919908466819,5.15443178406665,5.59269015082266e-05,0.00275741042218078,0.00235715607662118,"SAA1/LBP/HGF/PRTN3/IL1RL1/SOD2/CCL22/CNTFR/IL6/CSF1/IL12B/IL5RA",12
"R-HSA-1474244","Extracellular matrix organization","10/76","321/11214",0.0311526479750779,4.59665518937531,5.40059573255161,5.73592369641827e-05,0.00275741042218078,0.00235715607662118,"KLKB1/HTRA1/PCOLCE/KDR/SPP1/COL10A1/PLOD3/PCOLCE2/PLG/COL1A1",10
"R-HSA-76002","Platelet activation, signaling and aggregation","9/76","262/11214",0.0343511450381679,5.06860184813178,5.5044409939763,6.5636301055377e-05,0.00275741042218078,0.00235715607662118,"ACTN2/HGF/ITIH3/SERPINF2/CD109/PLG/COL1A1/PCYOX1L/APOA1",9
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes","5/76","67/11214",0.0746268656716418,11.0113904163394,6.78917337217485,8.71079367173509e-05,0.00275741042218078,0.00235715607662118,"PCOLCE/COL10A1/PLOD3/PCOLCE2/COL1A1",5
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","6/76","108/11214",0.0555555555555556,8.19736842105263,6.2082740222934,8.78156185407891e-05,0.00275741042218078,0.00235715607662118,"SAA1/LBP/HGF/CCL22/IL6/IL12B",6
"R-HSA-8957275","Post-translational protein phosphorylation","6/76","108/11214",0.0555555555555556,8.19736842105263,6.2082740222934,8.78156185407891e-05,0.00275741042218078,0.00235715607662118,"SERPIND1/SPP1/FAM20A/IL6/CSF1/APOA1",6
"R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","4/76","39/11214",0.102564102564103,15.1336032388664,7.30340750753574,0.00013385940053351,0.0038210774334111,0.00326642556325789,"SERPINA5/KLKB1/PRTN3/SERPIND1",4
"R-HSA-6783783","Interleukin-10 signaling","4/76","47/11214",0.0851063829787234,12.5576707726764,6.55865958892066,0.000278625316254668,0.00672987302338199,0.0057529923599142,"CCL22/IL6/CSF1/IL12B",4
"R-HSA-977606","Regulation of Complement cascade","4/76","47/11214",0.0851063829787234,12.5576707726764,6.55865958892066,0.000278625316254668,0.00672987302338199,0.0057529923599142,"C1S/C9/C6/CR2",4
"R-HSA-1474290","Collagen formation","5/76","90/11214",0.0555555555555556,8.19736842105263,5.66276578198004,0.000351232034447453,0.007596863049974,0.00649413368335022,"PCOLCE/COL10A1/PLOD3/PCOLCE2/COL1A1",5
"R-HSA-1474228","Degradation of the extracellular matrix","6/76","140/11214",0.0428571428571429,6.32368421052632,5.23586143796127,0.000362907470540159,0.007596863049974,0.00649413368335022,"KLKB1/HTRA1/SPP1/COL10A1/PLG/COL1A1",6
"R-HSA-140875","Common Pathway of Fibrin Clot Formation","3/76","22/11214",0.136363636363636,20.1208133971292,7.41528680754835,0.000419913542766147,0.00824080327678563,0.00704460219772154,"SERPINA5/PRTN3/SERPIND1",3
"R-HSA-140837","Intrinsic Pathway of Fibrin Clot Formation","3/76","23/11214",0.130434782608696,19.245995423341,7.23537645308984,0.000480553936932497,0.008382996455378,0.00716615519987057,"SERPINA5/KLKB1/SERPIND1",3
"R-HSA-2979096","NOTCH2 Activation and Transmission of Signal to the Nucleus","3/76","23/11214",0.130434782608696,19.245995423341,7.23537645308984,0.000480553936932497,0.008382996455378,0.00716615519987057,"MDK/NOTCH2/CNTN1",3
"R-HSA-186797","Signaling by PDGF","4/76","58/11214",0.0689655172413793,10.1760435571688,5.78734417632102,0.000626496932242784,0.0103536861433807,0.00885078768542437,"THBS3/THBS4/SPP1/PLG",4
"R-HSA-1980145","Signaling by NOTCH2","3/76","34/11214",0.0882352941176471,13.0193498452012,5.79780538747942,0.00153915096453772,0.0230139715649925,0.0196733581933392,"MDK/NOTCH2/CNTN1",3
"R-HSA-8963899","Plasma lipoprotein remodeling","3/76","34/11214",0.0882352941176471,13.0193498452012,5.79780538747942,0.00153915096453772,0.0230139715649925,0.0196733581933392,"APOF/APOA4/APOA1",3
"R-HSA-8963888","Chylomicron assembly","2/76","10/11214",0.2,29.5105263157895,7.45045481188491,0.00196929194665214,0.026885116141251,0.0229825833590983,"APOA4/APOA1",2
"R-HSA-8963901","Chylomicron remodeling","2/76","10/11214",0.2,29.5105263157895,7.45045481188491,0.00196929194665214,0.026885116141251,0.0229825833590983,"APOA4/APOA1",2
"R-HSA-375276","Peptide ligand-binding receptors","6/76","201/11214",0.0298507462686567,4.40455616653574,4.023183234995,0.00237437309613731,0.0310647146744631,0.0265554885752199,"SAA1/CCL22/AGT/CXCL12/ECE1/CCL7",6
"R-HSA-216083","Integrin cell surface interactions","4/76","85/11214",0.0470588235294118,6.94365325077399,4.54358813844287,0.00260533749463392,0.0327230389326021,0.0279730973108063,"KDR/SPP1/COL10A1/COL1A1",4
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","3/76","42/11214",0.0714285714285714,10.5394736842105,5.11620215638856,0.00284038852739915,0.0332960774019495,0.0284629558749484,"SAA1/COL1A1/APOA1",3
"R-HSA-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)","2/76","12/11214",0.166666666666667,24.5921052631579,6.75419564705483,0.0028630385027154,0.0332960774019495,0.0284629558749484,"EPO/EPOR",2
"R-HSA-975634","Retinoid metabolism and transport","3/76","44/11214",0.0681818181818182,10.0604066985646,4.97406601217656,0.0032452443556167,0.0363930974165587,0.0311104252136188,"RBP4/APOA4/APOA1",3
"R-HSA-75205","Dissolution of Fibrin Clot","2/76","13/11214",0.153846153846154,22.7004048582996,6.46658833355853,0.00336877574229065,0.0364757097613539,0.0311810458905305,"SERPINF2/PLG",2
"R-HSA-166786","Creation of C4 and C2 activators","2/76","14/11214",0.142857142857143,21.078947368421,6.20954885415967,0.00391303814030421,0.0396352895501782,0.0338819940841282,"C1S/CRP",2
"R-HSA-9027284","Erythropoietin activates RAS","2/76","14/11214",0.142857142857143,21.078947368421,6.20954885415967,0.00391303814030421,0.0396352895501782,0.0338819940841282,"EPO/EPOR",2
"R-HSA-6806667","Metabolism of fat-soluble vitamins","3/76","48/11214",0.0625,9.22203947368421,4.71536662049446,0.00415686267690454,0.0407892150171258,0.0348684204806137,"RBP4/APOA4/APOA1",3
